MSW93_Order	MSW93_Family	MSW93_Genus	MSW93_Species	MSW93_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterBirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MRLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MRLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Rodentia	Muridae	Akodon	cursor	Akodon cursor	1	39.8	-999	74.99	-999	-999	-999	-999	4	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	449	-999	-999	-999	-999	1	2	-999	-999	-999	730;890;905;1843;2655	-999	-999	-999	-999	1450284	-15.07	-29.44	-22.26	-41.26	-61.47	-51.37	0	70.49	0	0.06	123.19	205.84	1156.24	1307.89
Rodentia	Muridae	Akodon	dayi	Akodon dayi	1	32.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	905;2655	-999	-999	-999	-999	290923	-10.54	-18.8	-14.67	-62.35	-68.85	-65.6	0	12.66	0	0.2	95.97	208.81	1245.51	1479.63
Rodentia	Muridae	Akodon	dolores	Akodon dolores	-999	50.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.9	-999	-999	2.95	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;2655	-999	-999	-999	-999	72178	-28.45	-33.78	-31.11	-63.04	-65.84	-64.44	2	20.82	2	0.09	55.24	161.5	677.35	1013.7
Rodentia	Muridae	Akodon	fumeus	Akodon fumeus	-999	22.7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	176335	-13.25	-22.46	-17.86	-63.17	-70.47	-66.82	1	19.59	1	0.11	103.06	153.05	1030.19	1433.39
Rodentia	Muridae	Akodon	hershkovitzi	Akodon hershkovitzi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1776	-53.65	-55.9	-54.77	-67.25	-70.89	-69.07	0	3.34	0	0.02	35.19	36.26	-999	-999
Rodentia	Muridae	Akodon	illuteus	Akodon illuteus	-999	47.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	35360	-23.57	-27.53	-25.55	-64.95	-66.51	-65.73	0	17.82	1	0.08	57.04	41.89	629.18	1280.01
Rodentia	Muridae	Akodon	iniscatus	Akodon iniscatus	-999	28.7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	395417	-38.89	-50.2	-44.54	-64.95	-73.05	-69	0	2.05	0	0.13	21.27	90.68	278.4	587.96
Rodentia	Muridae	Akodon	juninensis	Akodon juninensis	-999	39	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	164824	-6.6	-14.2	-10.4	-72.91	-78.62	-75.76	3	20.47	4	0.08	99.24	127.23	961.38	1424.49
Rodentia	Muridae	Akodon	kempi	Akodon kempi	-999	26.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	890;2655	-999	-999	-999	-999	10556	-33.9	-35.02	-34.46	-56.51	-59.25	-57.88	8	497.35	8	0.05	81.02	160.83	914.31	1051.75
Rodentia	Muridae	Akodon	kofordi	Akodon kofordi	-999	29.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	21269	-12.87	-14.52	-13.7	-69.08	-71.62	-70.35	1	6.87	1	0.05	333.69	89.47	1387.81	1429.91
Rodentia	Muridae	Akodon	lanosus	Akodon lanosus	-999	27.9	-999	-999	-999	-999	45.6	24	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1473;1822;2655	-999	-999	-999	-999	43017	-50.67	-54.84	-52.76	-67.08	-74.96	-71.02	0	1.44	0	0.24	60.63	45.34	380.38	431.52
Rodentia	Muridae	Akodon	latebricola	Akodon latebricola	-999	39	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	62438	0.87	-4.69	-1.91	-77.48	-79.44	-78.46	2	49.11	4	0.11	153.63	164.19	1226.33	1404.97
Rodentia	Muridae	Akodon	lindberghi	Akodon lindberghi	-999	26.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	2401	-13.9	-14.4	-14.15	-46.08	-46.57	-46.33	3	5.99	3	0.11	127.74	208.24	1072.25	1530
Rodentia	Muridae	Akodon	longipilis	Akodon longipilis	2	38.9	-999	-999	-999	112.3	57.61	42.3	7	-999	-999	3	-999	-999	17	3.68	-999	-999	3.3	-999	2730	-999	43.77	-999	-999	2	2	-999	-999	-999	730;890;1114;1130;1297;1420;1449;1473;1492;1822;2006;2008;2242;2655	-999	5.33	-999	-999	423824	-30.29	-54.17	-42.23	-68.63	-73.75	-71.19	0	32.79	0	0.1	64.15	64.48	454.6	677.15
Rodentia	Muridae	Akodon	mansoensis	Akodon mansoensis	-999	39	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	3830	-40.24	-40.82	-40.53	-70.43	-71.31	-70.87	1	2.16	1	0.26	51.82	72.68	551	800.06
Rodentia	Muridae	Akodon	markhami	Akodon markhami	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6084	-48.67	-50.06	-49.37	-74.38	-75.47	-74.92	0	0.69	0	0	281.3	46.78	359.8	563.33
Rodentia	Muridae	Akodon	mimus	Akodon mimus	-999	24	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	76742	-13.45	-18.25	-15.85	-63.95	-70.34	-67.14	1	21.45	1	0.14	131.58	141.34	1160.37	1420.7
Rodentia	Muridae	Akodon	molinae	Akodon molinae	-999	33	-999	-999	-999	91.25	-999	-999	-999	-999	23	1	-999	-999	30	3.77	-999	-999	2.95	-999	-999	-999	30.21	-999	-999	1	-999	25.99	-999	-999	890;1297;2655	-999	3.99	-999	-999	139180	-33.7	-39.73	-36.71	-61.41	-68.77	-65.09	0	4.76	0	0.1	30.73	143.13	435.85	807.16
Rodentia	Muridae	Akodon	mollis	Akodon mollis	-999	30.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	96270	-1.48	-5.16	-3.32	-75.98	-81.01	-78.49	0	59.38	2	0.1	157.29	225.99	1112.01	1396.49
Rodentia	Muridae	Akodon	neocenus	Akodon neocenus	-999	42.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	74279	-38.06	-40.72	-39.39	-61.97	-69.4	-65.68	0	4.08	0	0.13	24.08	140.94	338.65	765.03
Rodentia	Muridae	Akodon	nigrita	Akodon nigrita	3	19.9	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	890;2655	-999	-999	-999	-999	722887	-11.48	-29.58	-20.53	-39.55	-56.45	-48	5	97.67	11	0.06	128.72	197.75	1177.34	1296.29
Rodentia	Muridae	Akodon	olivaceus	Akodon olivaceus	2	26.9	-999	-999	-999	-999	49.19	27	7	-999	-999	3	-999	-999	-999	5.4	-999	-999	-999	-999	2540	-999	211.68	-999	-999	2	2	-999	-999	-999	730;890;1025;1114;1130;1297;1449;1492;1822;2006;2008;2242;2655	-999	-999	-999	-999	288100	-18.48	-51.56	-35.02	-69.52	-75.26	-72.39	0	36.88	0	0.06	103.59	65.64	475.26	807.71
Rodentia	Muridae	Akodon	orophilus	Akodon orophilus	-999	39	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	73051	-4.58	-9.61	-7.09	-75.3	-78.6	-76.95	2	12.61	2	0.14	128.09	206.87	1227.84	1447.63
Rodentia	Muridae	Akodon	puer	Akodon puer	-999	20.7	-999	97	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	791;2655	-999	-999	-999	-999	318910	-13.39	-26.99	-20.19	-63.13	-70.85	-66.99	1	17.85	1	0.1	88.47	113.52	853.9	1367.5
Rodentia	Muridae	Akodon	sanborni	Akodon sanborni	2	24.7	-999	-999	-999	-999	-999	-999	6	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	890;2008;2655	-999	-999	-999	-999	18335	-40.43	-43.29	-41.86	-71.97	-74.09	-73.03	1	11.71	1	0.07	133.02	78.92	686.74	730.21
Rodentia	Muridae	Akodon	sanctipaulensis	Akodon sanctipaulensis	-999	27.1	-999	88.35	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	618;2655	-999	-999	-999	-999	79134	-21.78	-25.04	-23.41	-44.79	-49.76	-47.28	8	247.12	12	0.08	143.72	189.66	1253.58	1329.77
Rodentia	Muridae	Akodon	serrensis	Akodon serrensis	-999	28.3	-999	96.12	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	618;2655	-999	-999	-999	-999	51048	-22.81	-26.11	-24.46	-47.04	-54.72	-50.88	10	43.75	12	0.07	152.66	199.34	1259.78	1267.49
Rodentia	Muridae	Akodon	siberiae	Akodon siberiae	-999	34.6	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	32319	-16.31	-18.51	-17.41	-64.27	-66.94	-65.6	3	20.86	4	0.24	70.95	173.72	990.36	1386.02
Rodentia	Muridae	Akodon	simulator	Akodon simulator	-999	42.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	160100	-21.28	-28.96	-25.12	-62.55	-66.55	-64.55	1	16.07	1	0.12	55.54	133.57	721.26	1274.21
Rodentia	Muridae	Akodon	spegazzinii	Akodon spegazzinii	-999	28.6	-999	99	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	791;2655	-999	-999	-999	-999	83478	-23.8	-27.82	-25.81	-64.39	-66.9	-65.65	0	20.5	1	0.14	52.42	69.9	657.38	1262.17
Rodentia	Muridae	Akodon	subfuscus	Akodon subfuscus	-999	30.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	353424	-10	-17.59	-13.8	-65.28	-77.41	-71.34	0	21.82	1	0.09	100.64	102.33	929.01	1370.18
Rodentia	Muridae	Akodon	surdus	Akodon surdus	-999	39	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	17420	-12.08	-13.71	-12.9	-72.02	-73.69	-72.86	6	15.51	6	0.08	72.79	178.64	786.09	1400.17
Rodentia	Muridae	Akodon	sylvanus	Akodon sylvanus	-999	39	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	48394	-18.8	-24.11	-21.45	-63.74	-65.71	-64.73	3	10.74	3	0.12	68.04	120.57	807.59	1466.12
Rodentia	Muridae	Akodon	toba	Akodon toba	-999	51.2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	402084	-17.51	-26.94	-22.23	-57.45	-63.13	-60.29	0	4.17	0	0.06	77.69	235.84	979.4	1218.26
Rodentia	Muridae	Akodon	torques	Akodon torques	-999	39	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	41380	-12.37	-14.51	-13.44	-69.12	-73.69	-71.4	4	13.84	4	0.07	199.78	123.62	1093.18	1408.44
Rodentia	Muridae	Akodon	urichi	Akodon urichi	2	44.9	-999	-999	-999	-999	-999	-999	4	-999	-999	1	-999	-999	-999	5.19	3.6	-999	-999	-999	304	-999	73.36	-999	-999	1	2	-999	-999	-999	730;890;1297;2159;2655	-999	-999	-999	-999	229420	10.76	1.32	6.04	-61.01	-72.46	-66.74	0	70.64	0	0.17	145.69	234.28	1483.19	1706.59
Rodentia	Muridae	Akodon	varius	Akodon varius	-999	40	-999	-999	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	890;2655	-999	-999	-999	-999	245945	-16.21	-22.36	-19.29	-61.88	-67.16	-64.52	1	13.45	1	0.14	74.3	181.74	938.11	1424.3
Rodentia	Muridae	Akodon	xanthorhinus	Akodon xanthorhinus	-999	19	-999	96.87	-999	-999	-999	-999	3	-999	-999	1	4.50E-04	4.12E-04	-999	5.1	2	12	-999	-999	4000	-999	-999	-999	-999	1	2	-999	-999	-999	1473;1829;2655	-999	-999	-999	-999	651163	-36.58	-55.72	-46.15	-64.97	-73.63	-69.3	0	1.63	0	0.16	32.73	67.72	318.54	546.68
Artiodactyla	Bovidae	Alcelaphus	buselaphus	Alcelaphus buselaphus	3	164000	-999	1975	-999	927.7	-999	-999	2	-999	242.66	1	2.75	1.47	345.5	1	-999	240	12500	-999	3.39	-999	696.83	20	2	1	1	188.73	48000	-999	543;730;869;1297;1525;1573;1763;1848;2629;2655;2693;2986	-999	1.14	-999	-999	5580395	17.65	-27.32	-4.83	45.78	-15.68	15.05	0	29.89	0	0.11	84.03	240.71	874.63	1571.86
Artiodactyla	Cervidae	Alces	alces	Alces alces	2	481000	-999	2726.66	-999	1216.66	-999	-999	2	-999	235	1	72	64.2	365	1.25	1.7	324	13000	-999	0.4	-999	547.49	1	4	1	1	98.18	86500	-999	495;543;653;730;1013;1297;1404;1418;1555;1573;1763;2525;2573;2620;2655;2718;2890;2986;3009;3010	-999	-999	-999	-999	22315180	72.81	40.75	56.78	160.75	-168.12	-3.68	0	8.46	0	-6.84E-03	38.35	-44.25	311.6	350.6
Chiroptera	Pteropodidae	Alionycteris	paucidentata	Alionycteris paucidentata	-999	16.2	44.48	64.17	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1439;1647;1658;2151;2655	-999	-999	-999	-999	168	7.92	7.79	7.86	124.51	124.38	124.45	110	145	110	0.06	187	200	1589.5	1723.5
Rodentia	Dipodidae	Allactaga	balikunica	Allactaga balikunica	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	308292	44.12	40.77	42.44	109.71	94.89	102.3	0	1.49	0	0.02	12.73	35.14	110	580.69
Rodentia	Dipodidae	Allactaga	bullata	Allactaga bullata	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.52	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297	-999	-999	-999	-999	848002	50.02	41.36	45.69	114.45	91.95	103.2	0	2.14	0	0.01	16.27	-0.28	201.24	557.81
Rodentia	Dipodidae	Allactaga	elater	Allactaga elater	-999	59	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.37	2	-999	-999	-999	-999	-999	91.74	-999	-999	-999	-999	32.1	-999	-999	1297;2151;2655	-999	-999	-999	-999	4512224	51.87	27.04	39.46	94.7	43.26	68.98	0	22.69	1	0.08	18.42	109.79	242.11	863.1
Rodentia	Dipodidae	Allactaga	euphratica	Allactaga euphratica	-999	232	-999	-999	14	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	-999	50.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	543;1297;2151;2655	-999	-999	-999	-999	1906121	41.75	28.73	35.24	69.51	27.96	48.74	1	63.21	3	0.11	28.74	143.4	314.9	1104.97
Rodentia	Dipodidae	Allactaga	firouzi	Allactaga firouzi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	201	31.79	31.63	31.71	51.88	51.73	51.81	37	37	37	0.08	12	95	345	1307
Rodentia	Dipodidae	Allactaga	hotsoni	Allactaga hotsoni	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	489819	33.56	26.69	30.12	66.87	56.53	61.7	3	13.19	3	0.18	8.58	196.39	132.7	1251.74
Rodentia	Dipodidae	Allactaga	major	Allactaga major	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.5	-999	-999	-999	-999	-999	-999	328.99	-999	-999	-999	-999	45.07	-999	-999	1297;2151	-999	-999	-999	-999	4637649	56.71	41.02	48.87	86.23	28.98	57.61	0	23.8	1	3.80E-03	27.13	47.73	330.57	544.14
Rodentia	Dipodidae	Allactaga	severtzovi	Allactaga severtzovi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.94	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297	-999	-999	-999	-999	1143126	46.9	37.47	42.18	80.57	50.21	65.39	0	22.88	0	0.02	15.57	95.89	214.55	706.65
Rodentia	Dipodidae	Allactaga	sibirica	Allactaga sibirica	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.45	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297	-999	-999	-999	-999	5412536	54.31	36.93	45.62	127.23	50.21	88.72	0	17.05	0	0.03	19.98	21.36	266.9	589.78
Rodentia	Dipodidae	Allactaga	tetradactyla	Allactaga tetradactyla	-999	52	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	336436	32.93	28.62	30.78	32.67	19.92	26.29	1	139.66	1	0.19	5.97	200.95	96.99	1312.96
Rodentia	Dipodidae	Allactaga	vinogradovi	Allactaga vinogradovi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	158261	45.73	39.51	42.62	75.02	66.75	70.89	1	43.64	1	0.01	22.66	103.19	252.93	678.2
Rodentia	Dipodidae	Allactodipus	bobrinskii	Allactodipus bobrinskii	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.15	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297	-999	-999	-999	-999	399244	44.32	38.62	41.47	67.61	52.41	60.01	0	19.29	0	0.06	10.42	123.82	189.53	753.64
Primates	Cercopithecidae	Allenopithecus	nigroviridis	Allenopithecus nigroviridis	3	4750	-999	459.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.01	-999	276	242	-999	-999	-999	-999	40	-999	-999	-999	102.92	-999	-999	208;543;1297;1544;1547;1848;2344;2655	-999	-999	-999	-999	609031	3.5	-3.85	-0.17	25.29	16.08	20.68	1	8.59	1	0.16	157.4	251.65	1517.75	1589.35
Primates	Cheirogaleidae	Allocebus	trichotis	Allocebus trichotis	2	78.9	-999	133.99	-999	-999	-999	-999	4	-999	-999	1	-999	-999	-999	1	1	-999	-999	-999	-999	2	-999	1	-999	2	2	-999	-999	125	899;1046;1261;1544;1547;1848;2151;2344;2655	-999	-999	-999	55.3	42488	-13.99	-19.18	-16.59	50.48	48.22	49.35	8	30.01	11	0.17	190.23	203.17	1388.15	1653.74
Rodentia	Muridae	Allocricetulus	curtatus	Allocricetulus curtatus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.19	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297	-999	-999	-999	-999	974906	53.75	41.29	47.52	118.58	95.98	107.28	0	4.83	0	0.05	21.51	-12.67	273.12	530.06
Rodentia	Muridae	Allocricetulus	eversmanni	Allocricetulus eversmanni	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297	-999	-999	-999	-999	1887396	63.18	49.44	56.31	91.15	55.61	73.38	0	12.48	0	4.42E-03	33.52	-13.46	358.86	402.46
Carnivora	Canidae	Alopex	lagopus	Alopex lagopus	2	3600	-999	568.05	15.03	-999	1627.2	3200	1	164.99	52.99	1	14.3	12.8	365	7.29	-999	180	69.2	-999	0.1	-999	255.85	-999	14	1	3	50.84	-999	-999	367;542;543;730;1113;1297;1573;2655	-999	1.11	-999	-999	16988520	83.62	47.29	65.45	180	-180	-1.76E-08	0	2.84	0	-0.05	29.99	-90.39	207.96	217.24
Primates	Cebidae	Alouatta	belzebul	Alouatta belzebul	3	6180	-999	551.22	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	17	-999	-999	7.4	-999	2	-999	-999	-999	-999	905;1544;1547;1848;2151;2344;2655;2986	-999	-999	-999	-999	1904877	0.08	-13.69	-6.8	-34.79	-60.64	-47.71	0	16.71	0	0.12	164.32	248.74	1286.64	1549.93
Primates	Cebidae	Alouatta	caraya	Alouatta caraya	3	5590	-999	559.01	-999	1354.15	-999	-999	3	-999	185.98	-999	-999	-999	337.62	1.01	-999	243.6	262	-999	80	-999	1094.03	8.9	-999	-999	1	321.06	-999	-999	67;208;543;702;730;890;1297;1544;1547;1848;2128;2151;2344;2493;2655;2660;2986	-999	1.16	-999	-999	1534736	-12.1	-28.59	-20.34	-44.44	-65.47	-54.96	0	12.01	1	0.11	116.64	229.01	1193.12	1404.85
Primates	Cebidae	Alouatta	coibensis	Alouatta coibensis	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.2	-999	-999	-999	-999	-999	-999	1544;2151	-999	-999	-999	-999	1159	7.94	7.31	7.63	-81.23	-81.89	-81.56	7	14.66	7	0.15	162	266	-999	-999
Primates	Cebidae	Alouatta	fusca	Alouatta fusca	3	5190	-999	515.31	-999	-999	-999	-999	4	-999	-999	1	0.03	-999	-999	-999	-999	-999	-999	-999	89.1	-999	-999	7.4	-999	2	1	-999	-999	-999	890;905;1039;1132;1544;1848;2128;2151;2344;2488;2655;2986	-999	-999	-999	-999	825479	-12.66	-29.6	-21.13	-38.58	-54.7	-46.64	5	105.77	12	0.06	133.23	196.32	1225.7	1332.19
Primates	Cebidae	Alouatta	palliata	Alouatta palliata	3	6580	-999	577.23	-999	1382.13	2027.4	4670	2	-999	185.48	1	0.19	0.21	684.37	1.01	-999	300	319	-999	59	-999	1368.74	13.1	-999	2	1	492.38	1060	-999	208;543;702;730;890;905;1297;1544;1547;1577;1763;1767;1822;1848;2128;2151;2344;2489;2493;2655;2660;2986	-999	0.81	-999	-999	559555	18.71	-4.8	6.95	-76.77	-95.57	-86.17	2	62.18	4	0.13	185.26	237.38	1299.96	1633.87
Primates	Cebidae	Alouatta	pigra	Alouatta pigra	3	7200	-999	567.8	-999	-999	-999	-999	2	-999	185.98	1	0.3	0.29	-999	1.01	-999	240	480	-999	8.54	-999	-999	5.5	-999	2	1	-999	-999	-999	543;702;730;905;1297;1544;1547;1848;2151;2344;2655;2660;2986	-999	-999	-999	-999	91385	21.6	16	18.8	-86.73	-92.43	-89.58	3	16.53	3	0.24	134.13	250.78	1373.84	1580.84
