"season","season_week","year_week","week_start_date","weekID","monthID","year","denv1_cases","denv2_cases","denv3_cases","denv4_cases","other_positive_cases","additional_cases","total_cases","NDVI.18.45.66.14.","NDVI.18.50..66.14.","satprecip","tmin","tmax","prec","dtr","tavg","nino12","nino34","soi","pop","adjpop"
"2000/2001",14,31,"7/29/2000",200031,200007,2000,0,0,0,0,4,0,4,0.1106,0.1474,56.64,298,302,71.6,2.3,299.7357143,20.59,28.2,-0.3,2389397,2393172.385
"2000/2001",15,32,"8/5/2000",200032,200008,2000,0,0,1,0,3,1,5,0.2257571,0.1204667,16.46,298.2,302.5,33.16,2.314285714,300.3142857,20.1,28.32,1.2,2389397,2393298.231
"2000/2001",16,33,"8/12/2000",200033,200008,2000,0,0,1,0,1,0,2,0.2054571,0.1304,28.46,298.6,302.8,28.68,2.414285714,300.7214286,20.1,28.32,1.2,2389397,2393424.077
"2000/2001",17,34,"8/19/2000",200034,200008,2000,0,2,3,0,4,0,9,0.1828714,0.1542333,156.48,298.4,303.2,80.08,2.842857143,300.25,20.1,28.32,1.2,2389397,2393549.923
"2000/2001",18,35,"8/26/2000",200035,200008,2000,0,0,1,0,1,0,2,0.1937857,0.2435,7.78,298,302.8,30.2,2.385714286,300.4214286,20.1,28.32,1.2,2389397,2393675.769
"2000/2001",19,36,"9/2/2000",200036,200009,2000,0,0,1,0,2,1,4,0.21125,0.0836,43.09,298.5,302.7,21.7,2.557142857,300.5642857,19.94,28.44,1.4,2389397,2393801.615
"2000/2001",20,37,"9/9/2000",200037,200009,2000,0,2,2,0,3,1,8,0.2543429,0.1507,23.41,299.8,303.1,9.49,2.371428571,301.4571429,19.94,28.44,1.4,2389397,2393927.462
"2000/2001",21,38,"9/16/2000",200038,200009,2000,0,0,2,0,4,0,6,0.20995,0.1446667,57.17,297.8,301.8,80.7,1.914285714,299.7571429,19.94,28.44,1.4,2389397,2394053.308
"2000/2001",22,39,"9/23/2000",200039,200009,2000,0,0,3,0,0,0,3,0.1369667,0.1337,131.47,299,302.1,34.8,2.1,300.2928571,19.94,28.44,1.4,2389397,2394179.154
"2000/2001",23,40,"9/30/2000",200040,200009,2000,0,0,5,0,6,0,11,0.2687429,0.16295,22.48,298.4,302.7,21.7,3.171428571,300.2857143,19.94,28.44,1.4,2389397,2394305
"2000/2001",24,41,"10/7/2000",200041,200010,2000,0,0,3,0,8,3,14,0.27105,0.26065,14.68,298.1,302.6,14.1,3.514285714,300.2857143,20.37,28.17,1.8,2389397,2394430.846
"2000/2001",25,42,"10/14/2000",200042,200010,2000,0,0,5,0,5,5,15,0.08204286,0.0895,64.4,298,302.6,11.42,3.914285714,300.2857143,20.37,28.17,1.8,2389397,2394556.692
"2000/2001",26,43,"10/21/2000",200043,200010,2000,0,0,6,0,10,4,20,0.091525,0.2298,94.31,298.1,302.4,23.3,2.771428571,300.0714286,20.37,28.17,1.8,2389397,2394682.538
"2000/2001",27,44,"10/28/2000",200044,200010,2000,0,1,3,0,5,0,9,0.1104333,0.168,93.6,297.6,302.3,36.4,2.8,299.6285714,20.37,28.17,1.8,2389397,2394808.385
"2000/2001",28,45,"11/4/2000",200045,200011,2000,0,0,7,0,11,2,20,0.04188571,0.0267,0,295.9,301.9,2.1,4.028571429,299.1857143,20.6,28.09,3,2389397,2394934.231
"2000/2001",29,46,"11/11/2000",200046,200011,2000,0,0,16,0,9,3,28,0.06461429,0.012,6.3,295.9,301.7,2.5,4,299.3714286,20.6,28.09,3,2389397,2395060.077
"2000/2001",30,47,"11/18/2000",200047,200011,2000,0,1,9,0,21,7,38,0.09903333,0.0323,11.07,298,301.3,20.58,2.357142857,299.65,20.6,28.09,3,2389397,2395185.923
"2000/2001",31,48,"11/25/2000",200048,200011,2000,0,0,13,0,14,3,30,0.1356667,0.13648,19.69,297.9,301.2,15.7,1.928571429,299.65,20.6,28.09,3,2389397,2395311.769
"2000/2001",32,49,"12/2/2000",200049,200012,2000,0,1,11,0,16,2,30,0.04611667,0.0806,0,298,301.5,1.09,2.528571429,299.8214286,22.22,27.6,1.3,2389397,2395437.615
"2000/2001",33,50,"12/9/2000",200050,200012,2000,0,0,10,0,12,1,23,-0.02248571,0.08713333,0,297.5,300.9,13.49,2.142857143,299.1428571,22.22,27.6,1.3,2389397,2395563.462
"2000/2001",34,51,"12/16/2000",200051,200012,2000,0,0,4,0,12,0,16,-0.06345714,0.04675,5.26,296.4,299.5,38.64,1.971428571,297.9571429,22.22,27.6,1.3,2389397,2395689.308
"2000/2001",35,52,"12/23/2000",200052,200012,2000,0,0,4,0,16,2,22,0.08631111,-0.061225,35.09,295.9,300.9,1.3,3.842857143,298.4785714,22.22,27.6,1.3,2389397,2395815.154
"2000/2001",36,1,"1/1/2001",200101,200101,2001,0,0,10,0,16,2,28,0.2024143,0.006633333,49.81,296.3,300.9,1,3.542857143,298.7142857,23.88,27.5,1.6,2395941,2395941
"2000/2001",37,2,"1/8/2001",200102,200101,2001,0,0,4,0,7,3,14,0.1646833,0.0958,0,295.5,300.7,1.1,3.471428571,298.1928571,23.88,27.5,1.6,2395941,2396028.673
"2000/2001",38,3,"1/15/2001",200103,200101,2001,0,0,7,0,9,1,17,0.1796857,0.02165,0,296.6,299.9,9.04,2.085714286,298.0571429,23.88,27.5,1.6,2395941,2396116.346
"2000/2001",39,4,"1/22/2001",200104,200101,2001,0,0,7,0,12,1,20,0.2287714,0.0514,0,296.4,300.7,16,2.771428571,298.4714286,23.88,27.5,1.6,2395941,2396204.019
"2000/2001",40,5,"1/29/2001",200105,200101,2001,0,1,6,0,9,1,17,0.2032571,0.041225,34.51,295.5,299.7,25.16,2,297.7857143,23.88,27.5,1.6,2395941,2396291.692
"2000/2001",41,6,"2/5/2001",200106,200102,2001,0,0,6,0,3,1,10,0.1619714,-0.0056,0,296.3,299.9,21.18,2.371428571,298.1142857,25.91,27.27,2.8,2395941,2396379.365
"2000/2001",42,7,"2/12/2001",200107,200102,2001,0,0,7,0,5,1,13,0.1674286,0.0056,0,296.7,299.4,7.72,2.1,298.0214286,25.91,27.27,2.8,2395941,2396467.038
"2000/2001",43,8,"2/19/2001",200108,200102,2001,0,0,6,0,10,4,20,0.2104571,0.1452333,0,296,299.7,25.09,2.114285714,297.4857143,25.91,27.27,2.8,2395941,2396554.712
"2000/2001",44,9,"2/26/2001",200109,200102,2001,0,0,2,0,6,1,9,0.2732833,0.3123,6.84,294.4,299.8,1.3,2.9,297.0357143,25.91,27.27,2.8,2395941,2396642.385
"2000/2001",45,10,"3/5/2001",200110,200103,2001,0,0,7,0,7,4,18,0.2567143,0.25445,0,295.9,301.3,10.5,3.828571429,298.8714286,27.44,27.62,1.5,2395941,2396730.058
"2000/2001",46,11,"3/12/2001",200111,200103,2001,0,1,3,0,5,0,9,0.1967143,0.4229,0,296.8,300.1,1.69,2.328571429,298.6214286,27.44,27.62,1.5,2395941,2396817.731
"2000/2001",47,12,"3/19/2001",200112,200103,2001,0,0,1,0,4,3,8,0.1408857,0.059925,6.11,295.8,300.5,20.65,2.142857143,297.8714286,27.44,27.62,1.5,2395941,2396905.404
"2000/2001",48,13,"3/26/2001",200113,200103,2001,0,0,2,0,14,3,19,0.2178143,0.2705,0,297.2,301,4.25,2.657142857,299.0142857,27.44,27.62,1.5,2395941,2396993.077
"2000/2001",49,14,"4/2/2001",200114,200104,2001,0,0,5,0,4,2,11,0.1628857,0.1044,5.2,296.8,300.8,20.7,2.357142857,298.4642857,26.69,28.19,0.3,2395941,2397080.75
"2000/2001",50,15,"4/9/2001",200115,200104,2001,0,0,0,0,3,1,4,0.2761833,0.30695,11.84,295.5,300.6,6.49,3.528571429,298.2928571,26.69,28.19,0.3,2395941,2397168.423
"2000/2001",51,16,"4/16/2001",200116,200104,2001,0,0,0,0,5,1,6,0.2161286,0.07826667,32.46,296.1,301.3,15.66,3.528571429,298.8928571,26.69,28.19,0.3,2395941,2397256.096
"2000/2001",52,17,"4/23/2001",200117,200104,2001,0,0,2,0,4,0,6,0.1131857,0.05855,14.14,296,300.5,12.63,2.685714286,298.2571429,26.69,28.19,0.3,2395941,2397343.769
"2001/2002",1,18,"4/30/2001",200118,200104,2001,0,0,0,0,7,1,8,0.1770571,-0.1055,65.78,297.4,302,9.1,3.114285714,299.4285714,26.69,28.19,0.3,2395941,2397431.442
"2001/2002",2,19,"5/7/2001",200119,200105,2001,0,3,3,0,6,1,13,0.06374286,0.0705,78.49,297.3,301.4,88.8,2.714285714,299.1571429,23.77,28.64,-0.8,2395941,2397519.115
"2001/2002",3,20,"5/14/2001",200120,200105,2001,0,0,2,0,5,1,8,0.1765571,0.0941,33.86,297.6,302.2,1.8,3.985714286,299.9357143,23.77,28.64,-0.8,2395941,2397606.788
"2001/2002",4,21,"5/21/2001",200121,200105,2001,0,1,1,0,5,1,8,0.1679429,0.07736,14.53,298,302,5.2,3,299.8714286,23.77,28.64,-0.8,2395941,2397694.462
"2001/2002",5,22,"5/28/2001",200122,200105,2001,0,0,3,0,2,0,5,0.1659857,0.0333,31.03,297.6,302.2,8.25,3.614285714,299.9214286,23.77,28.64,-0.8,2395941,2397782.135
"2001/2002",6,23,"6/4/2001",200123,200106,2001,0,0,8,0,4,4,16,0.1901,0.02535,52.23,297.6,302.6,7.8,3.071428571,300.2785714,21.74,28.83,0.5,2395941,2397869.808
"2001/2002",7,24,"6/11/2001",200124,200106,2001,0,0,7,0,4,1,12,0.2212,0.0271,48.61,297.4,302.2,4.2,3.328571429,299.8785714,21.74,28.83,0.5,2395941,2397957.481
"2001/2002",8,25,"6/18/2001",200125,200106,2001,0,0,5,0,4,2,11,0.1255571,-0.01266667,29.82,298.5,302.9,7.62,3.4,300.5428571,21.74,28.83,0.5,2395941,2398045.154
"2001/2002",9,26,"6/25/2001",200126,200106,2001,0,0,4,0,11,3,18,0.1855857,-0.0601,105.57,298.1,302.5,29.37,2.528571429,300.1928571,21.74,28.83,0.5,2395941,2398132.827
"2001/2002",10,27,"7/2/2001",200127,200107,2001,0,1,3,0,5,1,10,0.1882286,0.09093333,24.38,298.8,302.4,20.8,2.671428571,300.7357143,20.88,29.06,-0.3,2395941,2398220.5
"2001/2002",11,28,"7/9/2001",200128,200107,2001,0,0,4,0,13,5,22,0.1808,0.0287,38.44,298.1,302.5,18.1,3.1,300.1642857,20.88,29.06,-0.3,2395941,2398308.173
"2001/2002",12,29,"7/16/2001",200129,200107,2001,0,0,2,0,12,0,14,0.1976857,0.06943333,44.34,298.6,303.1,16.31,3.414285714,300.7071429,20.88,29.06,-0.3,2395941,2398395.846
"2001/2002",13,30,"7/23/2001",200130,200107,2001,0,0,5,0,9,2,16,0.1818,0.0057,39.06,298.6,302.7,48.87,2.6,300.4,20.88,29.06,-0.3,2395941,2398483.519
"2001/2002",14,31,"7/30/2001",200131,200107,2001,0,0,8,0,10,0,18,0.1439429,0.1132,59.59,299.2,302.6,28.4,2.685714286,300.7571429,20.88,29.06,-0.3,2395941,2398571.192
"2001/2002",15,32,"8/6/2001",200132,200108,2001,0,1,5,0,15,6,27,0.1882286,0.2009,46.4,298.8,302.9,58.98,2.485714286,300.7428571,19.9,28.96,-0.7,2395941,2398658.865
"2001/2002",16,33,"8/13/2001",200133,200108,2001,0,0,4,0,28,6,38,0.2051143,0.1278333,37.48,298.4,302.7,64.6,2.442857143,300.7785714,19.9,28.96,-0.7,2395941,2398746.538
"2001/2002",17,34,"8/20/2001",200134,200108,2001,0,0,12,0,20,3,35,0.2022143,0.01255,135.35,298.7,303.1,42.5,3.457142857,300.7428571,19.9,28.96,-0.7,2395941,2398834.212
"2001/2002",18,35,"8/27/2001",200135,200108,2001,0,1,10,0,26,4,41,0.2011286,0.0523096350148926,55.06,298.9,303.2,19.6,3.257142857,300.8714286,19.9,28.96,-0.7,2395941,2398921.885
"2001/2002",19,36,"9/3/2001",200136,200109,2001,0,0,6,0,38,7,51,0.2707857,0.068075,23.52,297.9,303.3,15.5,3.485714286,300.8285714,19.39,29.14,0.3,2395941,2399009.558
"2001/2002",20,37,"9/10/2001",200137,200109,2001,0,0,10,0,45,10,65,0.3778571,0.2356,7.14,298.8,303.4,14.2,3.214285714,301.0214286,19.39,29.14,0.3,2395941,2399097.231
"2001/2002",21,38,"9/17/2001",200138,200109,2001,0,0,8,0,40,7,55,0.1342857,0.04766667,86.73,298.7,303.1,19.89,3.171428571,300.8,19.39,29.14,0.3,2395941,2399184.904
"2001/2002",22,39,"9/24/2001",200139,200109,2001,0,2,13,0,37,2,54,0.2469286,0.122075,21.7,299.1,303.8,17.6,3.171428571,301.1571429,19.39,29.14,0.3,2395941,2399272.577
"2001/2002",23,40,"10/1/2001",200140,200110,2001,0,0,12,0,43,7,62,0.1799714,0.08955,23.94,299,303.1,37.2,2.4,300.9857143,19.52,29.01,-0.1,2395941,2399360.25
"2001/2002",24,41,"10/8/2001",200141,200110,2001,0,0,7,0,51,6,64,0.2125857,0.0633,66.71,298,302.4,23.1,2.942857143,300.5428571,19.52,29.01,-0.1,2395941,2399447.923
"2001/2002",25,42,"10/15/2001",200142,200110,2001,0,0,8,0,45,3,56,0.163,0.0488746892708247,68.7,297.8,302.2,60.48,2.642857143,300.0928571,19.52,29.01,-0.1,2395941,2399535.596
"2001/2002",26,43,"10/22/2001",200143,200110,2001,0,1,14,0,45,5,65,0.2228286,0.2121,0.49,298.2,302.1,20.91,2.471428571,300.4071429,19.52,29.01,-0.1,2395941,2399623.269
"2001/2002",27,44,"10/29/2001",200144,200110,2001,0,0,10,0,55,6,71,0.1600286,0.05955,28.03,297.6,302.3,19.86,3.485714286,300.2,19.52,29.01,-0.1,2395941,2399710.942
"2001/2002",28,45,"11/5/2001",200145,200111,2001,0,0,13,0,57,5,75,0.09162857,0.0086,284.92,297.2,303.3,135.23,2.385714286,299.3928571,20.49,28.96,1.1,2395941,2399798.615
"2001/2002",29,46,"11/12/2001",200146,200111,2001,0,0,22,0,41,8,71,0.2132,0.1127,48.43,297.3,302.5,15.9,3.7,299.8214286,20.49,28.96,1.1,2395941,2399886.288
"2001/2002",30,47,"11/19/2001",200147,200111,2001,0,3,13,0,47,9,72,0.2337,0.189975,9.43,296.7,302.3,9.41,3.642857143,299.1928571,20.49,28.96,1.1,2395941,2399973.962
"2001/2002",31,48,"11/26/2001",200148,200111,2001,0,0,10,0,33,4,47,0.1987,0.22615,30.56,295.1,300.8,11.8,3.185714286,298.1071429,20.49,28.96,1.1,2395941,2400061.635
"2001/2002",32,49,"12/3/2001",200149,200112,2001,0,1,10,0,11,5,27,0.0865,-0.0406,44.36,297.3,300.8,33.34,2.4,299.0571429,21.96,28.6,-1.4,2395941,2400149.308
"2001/2002",33,50,"12/10/2001",200150,200112,2001,0,2,15,0,16,2,35,0.1787714,0.097475,71.8,296.8,300.1,84.34,2.142857143,298.4714286,21.96,28.6,-1.4,2395941,2400236.981
"2001/2002",34,51,"12/17/2001",200151,200112,2001,0,2,8,0,12,3,25,0.05045714,0.05653333,92.04,296.8,301,53.11,1.757142857,298.5785714,21.96,28.6,-1.4,2395941,2400324.654
"2001/2002",35,52,"12/24/2001",200152,200112,2001,0,1,9,0,8,1,19,0.1965111,0.1358667,0,295.6,301.2,2.19,3.271428571,298.1785714,21.96,28.6,-1.4,2395941,2400412.327
"2001/2002",36,1,"1/1/2002",200201,200201,2002,0,1,12,0,22,2,37,0.1423286,0.08103333,0,296.8,301,13.8,2.785714286,298.5071429,23.64,28.81,0.7,2400500,2400500
"2001/2002",37,2,"1/8/2002",200202,200201,2002,0,1,10,0,21,6,38,0.1778167,0.29,0,296.2,300.6,1.21,3.2,298.5571429,23.64,28.81,0.7,2400500,2400556.154
"2001/2002",38,3,"1/15/2002",200203,200201,2002,0,0,12,0,18,4,34,0.1562857,0.0526,0,297.1,299.9,12.44,1.942857143,298.5142857,23.64,28.81,0.7,2400500,2400612.308
"2001/2002",39,4,"1/22/2002",200204,200201,2002,0,1,6,0,15,4,26,0.1462286,0.06663333,0,296.3,300.1,10.8,2.185714286,298.35,23.64,28.81,0.7,2400500,2400668.462
"2001/2002",40,5,"1/29/2002",200205,200201,2002,0,0,6,0,10,3,19,0.161964746431374,0.0393041941730496,0,296.3,299.6,24,2.2,297.8142857,23.64,28.81,0.7,2400500,2400724.615
"2001/2002",41,6,"2/5/2002",200206,200202,2002,0,0,5,0,13,0,18,0.1097286,0.0468,0,295.6,299.7,3.6,2.557142857,298.0642857,26.06,28.76,1.8,2400500,2400780.769
"2001/2002",42,7,"2/12/2002",200207,200202,2002,0,0,7,0,13,2,22,0.1978,0.092325,0,296.1,300.6,3.9,3.142857143,298.2428571,26.06,28.76,1.8,2400500,2400836.923
"2001/2002",43,8,"2/19/2002",200208,200202,2002,0,0,5,0,9,2,16,0.1773143,0.06175,0,294.9,300.5,12.8,3.071428571,297.2357143,26.06,28.76,1.8,2400500,2400893.077
"2001/2002",44,9,"2/26/2002",200209,200202,2002,0,0,5,0,10,3,18,0.1603429,0.0962,0,294,299.4,7.8,2.771428571,297.1142857,26.06,28.76,1.8,2400500,2400949.231
"2001/2002",45,10,"3/5/2002",200210,200203,2002,0,0,2,0,4,0,6,0.2499833,0.0511,40.27,296.3,299.2,11.8,2.2,297.7285714,27.53,28.68,-0.4,2400500,2401005.385
"2001/2002",46,11,"3/12/2002",200211,200203,2002,0,0,3,0,8,1,12,0.1894857,0.12545,0,295.6,299.8,0.6,3.071428571,298.0785714,27.53,28.68,-0.4,2400500,2401061.538
"2001/2002",47,12,"3/19/2002",200212,200203,2002,0,0,3,0,3,0,6,0.2480857,0.1688,0,296.3,300.8,2.2,3.1,298.4785714,27.53,28.68,-0.4,2400500,2401117.692
"2001/2002",48,13,"3/26/2002",200213,200203,2002,0,0,2,0,4,0,6,0.3209286,0.3167,49.74,295.9,301.6,17.8,3.571428571,298.3285714,27.53,28.68,-0.4,2400500,2401173.846
"2001/2002",49,14,"4/2/2002",200214,200204,2002,0,0,1,0,2,0,3,0.1786,0.0013,50.67,296.2,300.8,55.1,2.685714286,298.4428571,26.53,29.09,-0.1,2400500,2401230
"2001/2002",50,15,"4/9/2002",200215,200204,2002,0,0,3,0,3,1,7,0.1143571,0.03695,0,294.8,299.5,22.4,2.657142857,297.0285714,26.53,29.09,-0.1,2400500,2401286.154
"2001/2002",51,16,"4/16/2002",200216,200204,2002,0,0,0,0,4,2,6,0.1771857,0.0438405780372374,214.76,296.4,300.8,31,2.514285714,298.0714286,26.53,29.09,-0.1,2400500,2401342.308
"2001/2002",52,17,"4/23/2002",200217,200204,2002,0,0,0,0,1,0,1,0.1116286,0.0519,74.01,296.7,300.3,18,2.814285714,298.4785714,26.53,29.09,-0.1,2400500,2401398.462
"2002/2003",1,18,"4/30/2002",200218,200204,2002,0,0,1,0,2,0,3,0.1536571,0.1616,87.81,297.2,300.5,11,2.5,299.0928571,26.53,29.09,-0.1,2400500,2401454.615
"2002/2003",2,19,"5/7/2002",200219,200205,2002,0,0,1,0,1,0,2,0.1759143,0.1611,0,297.2,300.6,9.3,2.4,299.1142857,24.8,29.45,-1.4,2400500,2401510.769
"2002/2003",3,20,"5/14/2002",200220,200205,2002,0,0,0,0,2,0,2,0.2269286,0.09725,41.09,298.2,301.3,5.5,2.471428571,299.85,24.8,29.45,-1.4,2400500,2401566.923
"2002/2003",4,21,"5/21/2002",200221,200205,2002,0,0,0,0,1,0,1,0.2002714,0.1033,3.99,297.7,302.4,8.2,2.571428571,299.9,24.8,29.45,-1.4,2400500,2401623.077
"2002/2003",5,22,"5/28/2002",200222,200205,2002,0,0,2,0,6,2,10,0.1696,0.0778,65.82,297.5,302.1,15.65,2.871428571,299.6642857,24.8,29.45,-1.4,2400500,2401679.231
"2002/2003",6,23,"6/4/2002",200223,200206,2002,0,0,0,0,2,1,3,0.1511429,0.0722,84.35,297.8,302.2,17.55,3.185714286,299.9642857,22.67,29.63,-0.4,2400500,2401735.385
"2002/2003",7,24,"6/11/2002",200224,200206,2002,0,0,1,0,2,0,3,0.1113286,0.05743333,0,298.4,302.2,15.73,2.785714286,300.2071429,22.67,29.63,-0.4,2400500,2401791.538
"2002/2003",8,25,"6/18/2002",200225,200206,2002,0,0,0,0,1,0,1,0.1528143,0.04446667,5.94,298,301.8,24.1,2.471428571,299.95,22.67,29.63,-0.4,2400500,2401847.692
"2002/2003",9,26,"6/25/2002",200226,200206,2002,0,0,0,0,0,1,1,0.1969143,0.1173,2.3,298.4,302.4,10.8,2.328571429,300.55,22.67,29.63,-0.4,2400500,2401903.846
"2002/2003",10,27,"7/2/2002",200227,200207,2002,0,0,0,0,2,0,2,0.1649286,0.0065,22.49,298.2,301.8,11.65,2.457142857,300.1285714,21.01,29.49,-0.8,2400500,2401960
"2002/2003",11,28,"7/9/2002",200228,200207,2002,0,0,0,0,6,0,6,0.2121,0.0196,58.06,298.6,302.4,10.3,2.971428571,300.5857143,21.01,29.49,-0.8,2400500,2402016.154
"2002/2003",12,29,"7/16/2002",200229,200207,2002,0,0,3,0,0,0,3,0.1803286,0.03774,1.07,298.8,302.5,7.09,2.614285714,300.6785714,21.01,29.49,-0.8,2400500,2402072.308
"2002/2003",13,30,"7/23/2002",200230,200207,2002,0,0,1,0,2,0,3,0.2245429,-0.02133333,44.7,298.7,303,47.12,2.571428571,300.5285714,21.01,29.49,-0.8,2400500,2402128.462
"2002/2003",14,31,"7/30/2002",200231,200207,2002,0,0,3,0,1,1,5,0.1011714,0.0278,39.52,298,303.3,9.36,3.514285714,301.2,21.01,29.49,-0.8,2400500,2402184.615
"2002/2003",15,32,"8/6/2002",200232,200208,2002,0,1,1,0,2,0,4,0.2696571,0.0551,33.21,299.2,303,23.78,2.8,300.9857143,19.94,29.4,-1.6,2400500,2402240.769
"2002/2003",16,33,"8/13/2002",200233,200208,2002,0,0,1,0,6,0,7,0.1385286,0.03865,22.89,298.8,302.9,39.62,2.442857143,300.8357143,19.94,29.4,-1.6,2400500,2402296.923
"2002/2003",17,34,"8/20/2002",200234,200208,2002,0,0,2,0,3,1,6,0.1704,-0.0772,18.67,299.3,302.9,15,2.771428571,301.2571429,19.94,29.4,-1.6,2400500,2402353.077
"2002/2003",18,35,"8/27/2002",200235,200208,2002,0,0,3,0,1,1,5,0.1185286,-0.00445,109.38,299,302.8,46.4,2.3,300.7928571,19.94,29.4,-1.6,2400500,2402409.231
"2002/2003",19,36,"9/3/2002",200236,200209,2002,0,0,4,0,3,0,7,0.1637571,0.0648,7.92,299.1,303.7,10.9,3.357142857,301.4071429,19.89,29.44,-1,2400500,2402465.385
"2002/2003",20,37,"9/10/2002",200237,200209,2002,0,0,4,0,2,0,6,0.2399571,-0.02545,57.98,299.4,303.1,27.5,2.6,301.2285714,19.89,29.44,-1,2400500,2402521.538
"2002/2003",21,38,"9/17/2002",200238,200209,2002,0,0,2,0,1,1,4,0.1409857,0.01655,26.31,298.5,303.1,13.4,3.242857143,301.1071429,19.89,29.44,-1,2400500,2402577.692
"2002/2003",22,39,"9/24/2002",200239,200209,2002,0,0,1,0,2,1,4,0.08348571,0.03885,73.11,299.5,303.2,20,2.428571429,301.1571429,19.89,29.44,-1,2400500,2402633.846
"2002/2003",23,40,"10/1/2002",200240,200210,2002,0,0,1,0,2,4,7,0.06807143,0.07326667,17.48,298.5,302.3,25.5,2.728571429,300.7071429,21.16,29.56,-0.6,2400500,2402690
"2002/2003",24,41,"10/8/2002",200241,200210,2002,0,0,1,0,8,0,9,0.2187286,-0.0739,91.69,298.6,302.5,23.5,2.6,300.6,21.16,29.56,-0.6,2400500,2402746.154
"2002/2003",25,42,"10/15/2002",200242,200210,2002,0,0,1,0,4,0,5,0.1894143,0.03505,9.5,298.8,302.3,27,2.485714286,300.5285714,21.16,29.56,-0.6,2400500,2402802.308
"2002/2003",26,43,"10/22/2002",200243,200210,2002,0,0,1,0,3,1,5,0.2082429,-0.1136,33.29,298.4,302.4,34.7,2.585714286,300.55,21.16,29.56,-0.6,2400500,2402858.462
"2002/2003",27,44,"10/29/2002",200244,200210,2002,0,0,1,0,7,2,10,0.1795429,-0.02545,14.05,298.9,302.4,9.5,3.1,300.65,21.16,29.56,-0.6,2400500,2402914.615
"2002/2003",28,45,"11/5/2002",200245,200211,2002,0,0,2,0,4,0,6,0.3185,0.11022,0,298.7,302.3,7.6,2.685714286,300.7571429,22.25,29.83,-0.7,2400500,2402970.769
"2002/2003",29,46,"11/12/2002",200246,200211,2002,0,0,2,0,10,1,13,0.2477286,-0.003125,100.94,298.2,302.1,32.3,2.685714286,299.8857143,22.25,29.83,-0.7,2400500,2403026.923
"2002/2003",30,47,"11/19/2002",200247,200211,2002,0,0,0,0,6,0,6,0.1913857,-0.1225,11.61,297.8,302.3,22.77,2.485714286,300.1285714,22.25,29.83,-0.7,2400500,2403083.077
"2002/2003",31,48,"11/26/2002",200248,200211,2002,0,0,0,0,2,3,5,0.2907286,-0.03725,0,298,302,5.9,2.714285714,300.3142857,22.25,29.83,-0.7,2400500,2403139.231
"2002/2003",32,49,"12/3/2002",200249,200212,2002,0,0,2,0,3,0,5,0.2488429,-0.1209333,7.32,298.3,301.4,7.45,1.771428571,299.9285714,23.44,29.49,-1.8,2400500,2403195.385
"2002/2003",33,50,"12/10/2002",200250,200212,2002,0,0,4,0,5,0,9,0.1713,-0.0723,0,297.7,301.2,8.3,2.371428571,299.6,23.44,29.49,-1.8,2400500,2403251.538
"2002/2003",34,51,"12/17/2002",200251,200212,2002,0,0,1,0,2,0,3,0.2088,-0.12895,6.58,296.7,301.1,19.7,2.785714286,298.8071429,23.44,29.49,-1.8,2400500,2403307.692
"2002/2003",35,52,"12/24/2002",200252,200212,2002,0,1,0,0,4,1,6,0.1369286,-0.2528,0,297.1,300.5,2.5,2.514285714,299.1,23.44,29.49,-1.8,2400500,2403363.846
"2002/2003",36,1,"1/1/2003",200301,200301,2003,0,2,1,0,8,0,11,0.1757143,-0.04525,0,296.8,301.1,29.1,2.342857143,298.8142857,24.38,29.25,-0.3,2403420,2403420
"2002/2003",37,2,"1/8/2003",200302,200301,2003,0,1,1,0,5,0,7,0.1824833,-0.07096667,0,296,301.1,2.7,2.985714286,299.1357143,24.38,29.25,-0.3,2403420,2403457.615
"2002/2003",38,3,"1/15/2003",200303,200301,2003,0,0,1,0,5,1,7,0.2266286,0.008225,0,297.2,301,7,2.671428571,299.2214286,24.38,29.25,-0.3,2403420,2403495.231
"2002/2003",39,4,"1/22/2003",200304,200301,2003,0,0,1,0,12,2,15,0.1565714,0.071375,0,296.4,301.1,28.7,2.685714286,298.3571429,24.38,29.25,-0.3,2403420,2403532.846
"2002/2003",40,5,"1/29/2003",200305,200301,2003,0,1,1,0,7,0,9,0.1010286,0.0542,33.54,296.3,300.9,38.3,2.457142857,298.0857143,24.38,29.25,-0.3,2403420,2403570.462
"2002/2003",41,6,"2/5/2003",200306,200302,2003,0,0,1,0,4,1,6,0.1746714,0.0702,59.83,296.6,300.3,15,2.414285714,298.7071429,25.81,29.03,-1.1,2403420,2403608.077
"2002/2003",42,7,"2/12/2003",200307,200302,2003,0,0,2,0,4,0,6,0.2225,-0.09663333,0,297.3,300.9,8.9,2.8,299.0428571,25.81,29.03,-1.1,2403420,2403645.692
"2002/2003",43,8,"2/19/2003",200308,200302,2003,0,0,3,0,3,0,6,0.1584857,-0.03445,0,296.9,300.6,6.9,2.242857143,298.8214286,25.81,29.03,-1.1,2403420,2403683.308
"2002/2003",44,9,"2/26/2003",200309,200302,2003,0,0,2,0,5,0,7,0.1561167,-1e-04,0,296.9,300.8,0.4,3.057142857,299.0571429,25.81,29.03,-1.1,2403420,2403720.923
"2002/2003",45,10,"3/5/2003",200310,200303,2003,0,0,2,0,7,1,10,0.2998286,-0.141,0,297.1,300.9,2.6,2.657142857,299.2428571,25.97,29.03,-0.5,2403420,2403758.538
