Animal Genome Size Data:: www.genomesize.com,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Data downloaded under intellectual property agreement on Tuesday 06th of November 2012 02:10:15 AM by David Orme, d.orme@imperial.ac.uk",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References
Chordata,Vertebrata,Mammalia,Carnivora,Felidae,Panthera tigris tigris,Bengal tiger,2.72,,FD,S,FC,E.M. Rasch. Unpublished Data,
Chordata,Vertebrata,Mammalia,Carnivora,Felidae,Panthera tigris tigris,Bengal tiger,2.90,38.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Carnivora,Felidae,Panthera unica,Snow leopard,3.54,,FD,S,FC,E.M. Rasch. Unpublished Data,
Chordata,Vertebrata,Mammalia,Carnivora,Mustelidae,Mustela nivalis,Least weasel,3.08,42.00,SCF,LK,HS,"De Smet, W.H.O. (1981). The nuclear Feulgen-DNA content of the vertebrates (especially reptiles), as measured by fluorescence cytophotometry, with notes on the cell and chromosome size. Acta Zoologica et Pathologica Antverpiensia 76: 119-167.",
Chordata,Vertebrata,Mammalia,Carnivora,Mustelidae,Mustela putorius,Domestic ferret,2.81,,FCM,LK,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",
Chordata,Vertebrata,Mammalia,Carnivora,Otariidae,Zalophus californianus,California sea lion,3.15,,FCM,LK,GD,"Du, B. and D. Wang (2006). C-values of seven marine mammal species determined by flow cytometry. Zoological Science 23: 1017-1020.",
Chordata,Vertebrata,Mammalia,Carnivora,Phocidae,Phoca largha,Spotted seal / Largha seal,2.94,,FCM,LK,GD,"Du, B. and D. Wang (2006). C-values of seven marine mammal species determined by flow cytometry. Zoological Science 23: 1017-1020.",
Chordata,Vertebrata,Mammalia,Carnivora,Procyonidae,Procyon lotor,Raccoon,2.85,38.00,FCM,EP,"HS, GD","Wurster-Hill, D.H., O.G. Ward, B.H. Davis, J.P. Park, R.K. Moyzis, and J. Meyne (1988). Fragile sites, telomeric DNA sequences, B chromosomes, and DNA content in raccoon dogs, Nyctereutes procyonoides, with comparative notes on foxes, coyote, wolf, and ra",
Chordata,Vertebrata,Mammalia,Carnivora,Ursidae,Ursus arctos,Brown bear,2.75,74.00,FCM,SP,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",
Chordata,Vertebrata,Mammalia,Carnivora,Ursidae,Ursus hibetanus,Himalayan black bear,2.75,,FCM,LK,"HS, OM","Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.",
Chordata,Vertebrata,Mammalia,Cetacea,Delphinidae,Sousa chinensis chinensis,Chinese white dolphin,3.46,,FCM,LK,GD,"Du, B. and D. Wang (2006). C-values of seven marine mammal species determined by flow cytometry. Zoological Science 23: 1017-1020.",
Chordata,Vertebrata,Mammalia,Cetacea,Delphinidae,Tursiops truncatus,Bottlenose dolphin,3.03,44.00,FD,LG,HS,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",
Chordata,Vertebrata,Mammalia,Cetacea,Delphinidae,Tursiops truncatus,Bottlenose dolphin,3.27,,FCM,LK,GD,"Du, B. and D. Wang (2006). C-values of seven marine mammal species determined by flow cytometry. Zoological Science 23: 1017-1020.",
Chordata,Vertebrata,Mammalia,Cetacea,Lipotidae,Lipotes vexillifer,Chinese river dolphin / Baiji,3.91,,FCM,LK,GD,"Du, B. and D. Wang (2006). C-values of seven marine mammal species determined by flow cytometry. Zoological Science 23: 1017-1020.",
Chordata,Vertebrata,Mammalia,Cetacea,Monodontidae,Delphinapterus leucas,Beluga whale,3.29,,FCM,LK,GD,"Du, B. and D. Wang (2006). C-values of seven marine mammal species determined by flow cytometry. Zoological Science 23: 1017-1020.",
Chordata,Vertebrata,Mammalia,Cetacea,Phocoenidae,Neophocaena phocaenoides asiaorientalis,Yangtze finless porpoise,3.46,,FCM,LK,GD,"Du, B. and D. Wang (2006). C-values of seven marine mammal species determined by flow cytometry. Zoological Science 23: 1017-1020.",
Chordata,Vertebrata,Mammalia,Chiroptera,Molossidae,Eumops perotis perotis,Mastiff bat,2.57,,FD,LK,HS,"Manfredi Romanini, M.G., C. Pelliciari, F. Bolchi, and E. Capanna (1975). Données nouvelles sur le contenu en ADN des noyaux postkinétiques chez les chiroptères. Mammalia 39: 675-683.",
Chordata,Vertebrata,Mammalia,Chiroptera,Molossidae,Tadarida brasiliensis,Mexican free-tailed bat,2.94,48.00,FD,LV,HS,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",
Chordata,Vertebrata,Mammalia,Chiroptera,Mormoopidae,Pteronotus parnellii,Parnell's moustached bat,2.67,38.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Mormoopidae,Pteronotus parnellii,Parnell's mustached bat,2.71,38.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Mormoopidae,Pteronotus personatus,Moustached bat,2.84,38.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Noctilionidae,Noctilio leporinus,Greater bulldog bat,2.63,34.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Anoura caudifera,Tailed tailless bat,2.73,30.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Anoura geoffroyi,Geoffroy's tailless bat,2.64,30.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Artibeus glaucus,Silver fruit-eating bat,2.58,30.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Artibeus jamaicensis,Fruit bat,2.56,,FIA,LK,HS,T.R. Gregory. Unpublished Data,
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Artibeus jamaicensis,Fruit bat,2.74,30.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Artibeus jamaicensis,Jamaican fruit-eating bat,2.63,30.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Artibeus lituratus,Big fruit bat,2.70,30.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Carollia brevicauda,Short-tailed fruit bat,2.93,20.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Carollia brevicauda,Silky short-tailed bat,2.98,20.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,Seba's short-tailed bat,2.92,20.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,Short-tailed fruit bat,2.67,,FIA,LK,HS,T.R. Gregory. Unpublished Data,
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,Short-tailed fruit bat,3.06,20.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Dermanura phaeotis,Dwarf fruit bat,2.85,30.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Dermanura tolteca,Dwarf fruit bat,2.71,30.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Dermanura watsoni,Dwarf fruit bat,2.73,30.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Desmodus rotundus,Vampire bat,2.66,28.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga soricina,Pallas's long-tongued bat,2.78,32.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga soricina,Pallas's long-tongued bat,2.78,32.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Lonchorhina aurita,Tomes's sword-nosed bat,2.41,32.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Lonchorhina aurita,Tomes's sword-nosed bat,2.56,32.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Macrophyllum macrophyllum,Long-legged bat,3.29,,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Mimon cozumelae,Cozumel spear-nosed bat,2.47,34.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Phylloderma stenops,Peters's spear-nosed bat,2.45,32.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus discolor,Pale spear-nosed bat,2.52,32.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus hastatus,Greater spear-nosed bat,2.62,32.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus umbratus,Shadowy broad-nosed bat,2.77,30.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus vittatus,Greater broad-nosed bat,2.65,30.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Sturnira erythromos,Hairy yellow-shouldered bat,2.82,30.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Sturnira lilium,Common yellow-shouldered bat,2.84,30.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Sturnira lilium,Little yellow-shouldered bat,2.54,30.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Sturnira ludovici,Highland yellow-shouldered bat,2.82,30.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Sturnira tildae,Tilda Yellow-shouldered bat,2.68,30.00,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Tonatia bidens,Round-eared bat,2.35,16.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Tonatia evotis,Davis's round-eared bat,2.51,,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Trachops cirrhosus,Frog-eating bat,2.41,30.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Uroderma bilobatum,Tent-building bat,2.67,44.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Vampyressa pusilla,Little Yellow-eared bat,2.80,18-24,FD,LK,"GD, MM","Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Vampyressa pusilla,Yellow-eared bat,2.73,18.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Vampyrodes caraccioli,Great stripe-faced bat,2.49,30.00,FCM,SP,"GD, MM","Burton, D.W., J.W. Bickham, and H.H. Genoways (1989). Flow-cytometric analyses of nuclear DNA content in four families of neotropical bats. Evolution 43: 756-765.",
Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Aethalops alecto,Pygmy fruit bat,2.15,,FIA,LV,"BO, SS","Smith, J.D.L. and T.R. Gregory (2009). The genome sizes of megabats (Chiroptera: Pteropodidae) are remarkably constrained. Biology Letters 5: 347-351.",
Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Balionycterismaculata,Spotted-winged fruit bat,2.07,,FIA,LV,"BO, SS","Smith, J.D.L. and T.R. Gregory (2009). The genome sizes of megabats (Chiroptera: Pteropodidae) are remarkably constrained. Biology Letters 5: 347-351.",
Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Chironax melanocephalus,Black-capped fruit bat,2.10,,FIA,"KC, LV","BO, SS","Smith, J.D.L. and T.R. Gregory (2009). The genome sizes of megabats (Chiroptera: Pteropodidae) are remarkably constrained. Biology Letters 5: 347-351.",
Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Cynopterus horsfieldii,Horsfields fruit bat,2.28,,FIA,LV,"BO, SS","Smith, J.D.L. and T.R. Gregory (2009). The genome sizes of megabats (Chiroptera: Pteropodidae) are remarkably constrained. Biology Letters 5: 347-351.",
Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Cynopterus sphinx,Greater short-nosed fruit bat,2.27,,FIA,"KC, LV","BO, SS","Smith, J.D.L. and T.R. Gregory (2009). The genome sizes of megabats (Chiroptera: Pteropodidae) are remarkably constrained. Biology Letters 5: 347-351.",
Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Cynopterusbrachyotis,Lesser short-nosed fruit bat,2.14,,FIA,"KC, LK, LV","BO, SS","Smith, J.D.L. and T.R. Gregory (2009). The genome sizes of megabats (Chiroptera: Pteropodidae) are remarkably constrained. Biology Letters 5: 347-351.",
