Numbers,OriginalID,FinalID,Resource,ResCommon,ResIDLevel,ResKingdom,ResPhylum,ResClass,ResOrder,ResFamily,ResGenus,ResSpecies,ResTrophic,ResTrophicGroup_citation,ResType,ResStage,ResThermy,,,,
1231,464,MTD138,Dendraster excentricus,western sand dollar,species,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Dendrasteridae,Dendraster,Dendraster excentricus,omnivore,http://animals.jrank.org/pages/1622/Sea-Urchins-Sand-Dollars-Echinoidea-WESTERN-SAND-DOLLAR-Dendraster-excentricus-SPECIES-ACCOUNTS.html,alive,juvenile,ectotherm,,,,
1233,465,MTD139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1236,466,MTD140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1239,467,MTD141,Rhodomonas reticulata,cryptomonad algae,species,Protista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas reticulata,producer,NA,alive,NA,ectotherm,,,,
1242,468,MTD142,Mytilus trossulus,bay mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus trossulus,omnivore,NA,alive,adult,ectotherm,,,,
1244,469,MTD143,dry pellets,dry pellets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
1265,470,MTD144,Chlamydomonas spp.,green algae,genus,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1274,472,MTD145,Cerastoderma edule,common cockle,species,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Cerastoderma edule,omnivore,NA,alive,adult,ectotherm,,,,
1277,473,MTD146,Clupea harengus,atlantic herring,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,herbivore,http://en.wikipedia.org/wiki/Herring#Diet,alive,larvae,ectotherm,,,,
1339,474,MTD147,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
1360,476,MTD148,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
1402,477,MTD149,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1406,478,MTD150,microalgae,microalgae,NA,NA,NA,NA,NA,NA,NA,NA,producer,NA,alive,NA,ectotherm,,,,
1468,480,MTD151,Rhodomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1474,483,MTD152,microalgae + lipid,microalgae + lipid,NA,NA,NA,NA,NA,NA,NA,NA,producer,NA,alive,NA,ectotherm,,,,
1535,486,MTD153,microalgae + cho,microalgae + cho,NA,NA,NA,NA,NA,NA,NA,NA,self,NA,alive,NA,ectotherm,,,,
1590,494,MTD154,Rhodomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1600,496,MTD155,Rhodomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1618,498,MTD156,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1621,499,MTD157,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1624,500,MTD158,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1627,501,MTD159,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1630,502,MTD160,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1633,503,MTD161,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1636,504,MTD162,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1642,505,MTD163,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1645,506,MTD164,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1648,507,MTD165,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1651,508,MTD166,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1653,509,MTD167,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1656,510,MTD168,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
1659,511,MTD169,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
1662,512,MTD170,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
1666,513,MTD171,Crassostrea virginica,eastern oyster,species,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea virginica,omnivore,NA,alive,juvenile,ectotherm,,,,
1669,514,MTD172,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
1672,515,MTD173,Homarus americanus,american lobster,species,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,carnivore,http://www.marinebio.com/species.asp?id=533,alive,adult,ectotherm,,,,
1678,516,MTD174,Homarus americanus,american lobster,species,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,carnivore,http://www.marinebio.com/species.asp?id=533,alive,adult,ectotherm,,,,
1683,517,MTD175,Homarus americanus,american lobster,species,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,carnivore,http://www.marinebio.com/species.asp?id=533,alive,adult,ectotherm,,,,
1689,518,MTD176,Homarus americanus,american lobster,species,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,carnivore,http://www.marinebio.com/species.asp?id=533,alive,adult,ectotherm,,,,
1695,519,MTD177,Homarus americanus,american lobster,species,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,carnivore,http://www.marinebio.com/species.asp?id=533,alive,adult,ectotherm,,,,
1699,520,MTD178,Homarus americanus,american lobster,species,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,carnivore,http://www.marinebio.com/species.asp?id=533,alive,adult,ectotherm,,,,
1705,521,MTD179,Crangon crangon,common shrimp,species,Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon crangon,carnivore,http://cat.inist.fr/?aModele=afficheN&cpsidt=1046855,alive,adult,ectotherm,,,,
1706,522,MTD180,Crangon crangon,common shrimp,species,Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon crangon,carnivore,http://cat.inist.fr/?aModele=afficheN&cpsidt=1046855,alive,adult,ectotherm,,,,
1709,523,MTD181,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
1716,524,MTD182,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
1723,525,MTD183,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
1728,526,MTD184,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
1733,527,MTD185,yeast & sediment,yeast & sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,NA,,,,
1738,579,MTD186,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
1740,580,MTD187,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
1742,581,MTD188,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
1744,582,MTD189,Mytilus edulis,blue mussel,species,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,omnivore,NA,alive,adult,ectotherm,,,,
1746,591,MTD190,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1750,592,MTD191,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1754,593,MTD192,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1758,594,MTD193,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1762,595,MTD194,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1766,596,MTD195,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1770,597,MTD196,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1774,598,MTD197,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1778,599,MTD198,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1782,600,MTD199,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1786,601,MTD200,Cryptomonas spp.,cryptomonad algae,genus,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,NA,producer,NA,alive,NA,ectotherm,,,,
1790,602,MTD201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
1856,603,MTD202,Urosaurus bicarinatus,tree lizard,species,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,Urosaurus bicarinatus,carnivore,http://www.vivanatura.org/Urosaurus_bicarinatus.html,alive,adult,ectotherm,,,,
1874,604,MTD203,Scincella lateralis,ground skink,species,Animalia,Chordata,Reptilia,Squamata,Scincidae,Scincella,Scincella lateralis,carnivore,http://en.wikipedia.org/wiki/Scincella_lateralis,alive,adult,ectotherm,,,,
1934,605,MTD204,Holbrookia propinqua,keeled earless lizard,species,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Holbrookia,Holbrookia propinqua,carnivore,http://www.jstor.org/stable/3670319,alive,adult - male,ectotherm,,,,
1968,615,MTD205,Formicidae spp.,small ant,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formicidae,NA,NA,NA,alive,adult (small),ectotherm,,,,
1969,624,MTD206,Insecta spp.,cursorial insect,class,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,NA,alive,NA,ectotherm,,,,
1995,645,MTD207,Collembola spp.,springtail,genus,Animalia,Arthropoda,Insecta,Collembola,NA,Collembola,NA,detritivore,NA,alive,adult,ectotherm,,,,
1999,676,MTD208,Lygus lineolaris,tarnished plant bug,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,Lygus lineolaris,herbivore,http://en.wikipedia.org/wiki/Lygus,alive,nymph,ectotherm,,,,
2002,677,MTD209,Connochaetes gnou,wildebeest,species,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes gnou,herbivore,NA,alive,juvenile,endotherm,,,,
2004,678,MTD210,Gazella thomsonii,'thompson''s gazelle',species,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,Gazella thomsonii,herbivore,NA,alive,adult,endotherm,,,,
2005,679,MTD211,Aphidius ervi,lucerne aphid parasite,species,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Aphidius,Aphidius ervi,carnivore,NA,alive,adult - male,ectotherm,,,,
2012,680,MTD212,Musca domestica,house fly,species,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Musca,Musca domestica,detritivore,NA,alive,larvae,ectotherm,,,,
2016,683,MTD213,Musca domestica,house fly,species,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Musca,Musca domestica,detritivore,NA,alive,larvae,ectotherm,,,,
2020,684,MTD214,Acheta domesticus,domestic cricket,species,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,Acheta domesticus,omnivore,NA,alive,juvenile,ectotherm,,,,
2029,686,MTD215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
2033,687,MTD216,Spodoptera exigua,beet armyworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera exigua,herbivore,NA,alive,instar 4,ectotherm,,,,
2063,688,MTD217,Spodoptera exigua,beet armyworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera exigua,herbivore,NA,alive,instar 4,ectotherm,,,,
2093,689,MTD218,Spodoptera exigua,beet armyworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera exigua,herbivore,NA,alive,instar 4,ectotherm,,,,
2123,690,MTD219,Spodoptera frugiperda,fall armyworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera frugiperda,herbivore,NA,alive,instar 3,ectotherm,,,,
2126,691,MTD220,Spodoptera exigua,beet armyworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera exigua,herbivore,NA,alive,instar 4,ectotherm,,,,
2156,692,MTD221,Spodoptera exigua,beet armyworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera exigua,herbivore,NA,alive,instar 4,ectotherm,,,,
2186,693,MTD222,Spodoptera exigua,beet armyworm,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera exigua,herbivore,NA,alive,instar 4,ectotherm,,,,
2216,694,MTD223,Delia antiqua,onion maggot fly,species,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Delia,Delia antiqua,herbivore,http://www.cropinfo.net/AnnualReports/1998/maggot.onion.html,alive,instar 1,ectotherm,,,,
2219,695,MTD224,Panonychus ulmi,european red mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Panonychus,Panonychus ulmi,herbivore,http://en.wikipedia.org/wiki/Panonychus_ulmi,alive,adult,ectotherm,,,,
2232,696,MTD225,Panonychus ulmi,european red mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Panonychus,Panonychus ulmi,herbivore,http://en.wikipedia.org/wiki/Panonychus_ulmi,alive,adult,ectotherm,,,,
2245,697,MTD226,Panonychus ulmi,european red mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Panonychus,Panonychus ulmi,herbivore,http://en.wikipedia.org/wiki/Panonychus_ulmi,alive,adult,ectotherm,,,,
2258,698,MTD227,Panonychus ulmi,european red mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Panonychus,Panonychus ulmi,herbivore,http://en.wikipedia.org/wiki/Panonychus_ulmi,alive,adult,ectotherm,,,,
2271,699,MTD228,Panonychus ulmi,european red mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Panonychus,Panonychus ulmi,herbivore,http://en.wikipedia.org/wiki/Panonychus_ulmi,alive,adult,ectotherm,,,,
2284,700,MTD229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
2289,701,MTD230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
2293,702,MTD231,Cnaphalocrocis medinalis,rice leaffolder,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis medinalis,herbivore,NA,alive,instar 3,ectotherm,,,,
2298,703,MTD232,Cnaphalocrocis medinalis,rice leaffolder,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis medinalis,herbivore,NA,alive,instar 3,ectotherm,,,,
2303,704,MTD233,Cnaphalocrocis medinalis,rice leaffolder,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis medinalis,herbivore,NA,alive,instar 3,ectotherm,,,,
2308,705,MTD234,Cnaphalocrocis medinalis,rice leaffolder,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis medinalis,herbivore,NA,alive,instar 3,ectotherm,,,,
2313,706,MTD235,Cnaphalocrocis medinalis,rice leaffolder,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis medinalis,herbivore,NA,alive,instar 3,ectotherm,,,,
2318,707,MTD236,Cnaphalocrocis medinalis,rice leaffolder,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cnaphalocrocis,Cnaphalocrocis medinalis,herbivore,NA,alive,instar 3,ectotherm,,,,
2323,708,MTD237,Panonychus ulmi,european red mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Panonychus,Panonychus ulmi,herbivore,http://en.wikipedia.org/wiki/Panonychus_ulmi,alive,adult,ectotherm,,,,
2327,713,MTD238,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
2343,714,MTD239,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
2356,715,MTD240,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
2371,716,MTD241,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
2386,717,MTD242,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
2401,718,MTD243,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
2417,719,MTD244,Culicidae spp.,mosquito,genus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culicidae,NA,omnivore,NA,alive,instar final,ectotherm,,,,
2434,720,MTD245,Calliphora spp.,wingless blowfly,genus,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Calliphora,NA,herbivore,http://en.wikipedia.org/wiki/Calliphoridae,alive,adult (wingless),ectotherm,,,,
2437,721,MTD246,Tetranychus urticae,two-spotted spider mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Tetranychus,Tetranychus urticae,herbivore,http://en.wikipedia.org/wiki/Tetranychus_urticae,alive,adult,ectotherm,,,,
2441,722,MTD247,Tetranychus urticae,two-spotted spider mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Tetranychus,Tetranychus urticae,herbivore,http://en.wikipedia.org/wiki/Tetranychus_urticae,alive,adult,ectotherm,,,,
2445,723,MTD248,Tetranychus urticae,two-spotted spider mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Tetranychus,Tetranychus urticae,herbivore,http://en.wikipedia.org/wiki/Tetranychus_urticae,alive,adult,ectotherm,,,,
2449,724,MTD249,Tetranychus urticae,two-spotted spider mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Tetranychus,Tetranychus urticae,herbivore,http://en.wikipedia.org/wiki/Tetranychus_urticae,alive,adult,ectotherm,,,,
2453,725,MTD250,Tetranychus urticae,two-spotted spider mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Tetranychus,Tetranychus urticae,herbivore,http://en.wikipedia.org/wiki/Tetranychus_urticae,alive,adult,ectotherm,,,,
2457,726,MTD251,Tetranychus urticae,two-spotted spider mite,species,Animalia,Arthropoda,Arachnida,Prostigmata,Tetranychidae,Tetranychus,Tetranychus urticae,herbivore,http://en.wikipedia.org/wiki/Tetranychus_urticae,alive,adult,ectotherm,,,,
2461,727,MTD252,Lygus spp.,lygus bug,genus,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,NA,herbivore,http://en.wikipedia.org/wiki/Lygus,alive,instar 1,ectotherm,,,,
2464,728,MTD253,Lygus spp.,lygus bug,genus,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,NA,herbivore,http://en.wikipedia.org/wiki/Lygus,alive,instar 1-3,ectotherm,,,,
2467,729,MTD254,Lygus spp.,lygus bug,genus,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,NA,herbivore,http://en.wikipedia.org/wiki/Lygus,alive,instar 1-3,ectotherm,,,,
2470,730,MTD255,Lygus spp.,lygus bug,genus,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,NA,herbivore,http://en.wikipedia.org/wiki/Lygus,alive,instar 1-3,ectotherm,,,,
2473,731,MTD256,Acheta sp. A,field cricket,genus,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,NA,omnivore,NA,alive,adult,ectotherm,,,,
2479,732,MTD257,Pseudoplusia includens,soybean looper,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Pseudoplusia,Pseudoplusia includens,self,NA,alive,egg,ectotherm,,,,
2483,733,MTD258,Rhopalosiphum padi,bird cherry-oat aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,Rhopalosiphum padi,herbivore,NA,alive,adult,ectotherm,,,,
2495,734,MTD259,Rhopalosiphum padi,bird cherry-oat aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,Rhopalosiphum padi,herbivore,NA,alive,adult,ectotherm,,,,
2504,735,MTD260,Rhopalosiphum padi,bird cherry-oat aphid,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,Rhopalosiphum padi,herbivore,NA,alive,instar 1-3,ectotherm,,,,
2516,736,MTD261,Pomacea paludosa,florida applesnail,species,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,Pomacea paludosa,herbivore,http://www.google.com/search?hl=en&rlz=1C1GGLS_enUS336US336&q=apple+snail+eat&aq=f&aqi=g-m1&oq=,alive,adult,ectotherm,,,,
2519,737,MTD262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
2523,738,MTD263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
